Processes: 406 total, 2 running, 404 sleeping, 1604 threads 
2018/10/10 16:34:20
Load Avg: 2.02, 2.24, 2.00 
CPU usage: 9.18% user, 22.44% sys, 68.36% idle 
SharedLibs: 239M resident, 65M data, 24M linkedit.
MemRegions: 68151 total, 3376M resident, 94M private, 623M shared.
PhysMem: 8150M used (1519M wired), 41M unused.
VM: 2500G vsize, 1313M framework vsize, 639804(0) swapins, 686930(0) swapouts.
Networks: packets: 1232368/1406M in, 906203/92M out.
Disks: 662728/12G read, 684821/11G written.

PID   COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM    PURG   CMPRS  PGRP PPID STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS   COW     MSGSENT   MSGRECV   SYSBSD    SYSMACH   CSW        PAGEINS IDLEW    POWER INSTRS CYCLES USER               #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
88    locationd        0.0  00:30.90 2     1   173+   8428K+ 52K+   3176K+ 88   1    sleeping *0[8318+]   0.00000 0.00000    205 64906+   294+    105758+   35056+    703970+   295195+   187192+    2703+   9865     0.0   0      0      _locationd         N/A    N/A   N/A   N/A   N/A   N/A  
86    usbmuxd          0.0  00:00.29 3     1   38+    1308K+ 0B     684K+  86   1    sleeping *0[1+]      0.00000 0.00000    213 2585+    148+    1205+     378+      9001+     7413+     4560+      233+    13       0.0   0      0      _usbmuxd           N/A    N/A   N/A   N/A   N/A   N/A  
85    securityd        0.0  00:06.97 5     1   165+   5008K+ 0B     2328K+ 85   1    sleeping *0[1+]      0.00000 0.00000    0   23364+   221+    55942+    7293+     164709+   451132+   69983+     398+    260      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
84    timed            0.0  00:02.11 2     1   47+    1716K+ 0B     528K+  84   1    sleeping *0[1+]      0.00000 0.00000    266 3935+    163+    15867+    2556+     43355+    18625+    16197+     83+     114      0.0   0      0      _timed             N/A    N/A   N/A   N/A   N/A   N/A  
83    launchservicesd  0.0  00:19.87 2     2   486+   6540K+ 0B     3148K+ 83   1    sleeping *0[15303+]  0.00000 0.00000    0   73255+   182+    415022+   132143+   514938+   327510+   211631+    111+    1273     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
82    nbstated         0.0  00:00.18 2     1   39+    3008K+ 0B     2620K+ 82   1    sleeping  0[0]       0.00000 0.00000    0   4615+    148+    265+      2224+     5563+     2793+     4669+      5+      34       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
81    com.docker.vmnet 0.0  00:00.02 1     0   19+    704K+  0B     688K+  81   1    sleeping *0[1+]      0.00000 0.00000    0   1457+    125+    55+       20+       330+      132+      98+        8+      0        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
80    apsd             0.0  00:05.95 4     1   183+   11M+   12K+   7512K+ 80   1    sleeping *0[1+]      0.00000 0.00000    0   18834+   325+    38558+    15031+    168169+   89494+    69996+     1682+   2732     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
79    opendirectoryd   0.0  00:31.59 6     6   1021+  10M+   0B     3584K+ 79   1    sleeping *0[1+]      0.00000 0.00000    0   195139+  186+    96914+    36368+    1035194+  121074+   408049+    7372+   3118     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
75    coreduetd        0.0  00:25.50 2     1   65+    7724K+ 1024K+ 3408K+ 75   1    sleeping *0[688+]    0.00000 0.00000    0   30551+   238+    12889+    3475+     175380+   211837+   52331+     941+    301      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
74    backupd-helper   0.0  00:00.62 2     1   49+    1820K+ 0B     1080K+ 74   1    sleeping  0[0]       0.00000 0.00000    0   14201+   185+    5569+     1472+     8354+     13403+    12336+     200+    584      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
71    diskarbitrationd 0.0  00:01.34 2     1   346+   1820K+ 0B     904K+  71   1    sleeping *0[1+]      0.00000 0.00000    0   9731+    1780+   35997+    10088+    12457+    60401+    10817+     176+    16       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
70    iconservicesd    0.0  00:00.16 2     2   71+    2704K+ 0B     1976K+ 70   1    sleeping *0[32+]     0.00000 0.00000    240 7233+    155+    521+      243+      1950+     915+      1048+      11+     33       0.0   0      0      _iconservices      N/A    N/A   N/A   N/A   N/A   N/A  
69    mds              0.0  01:04.02 7     4   400+   42M+   0B     30M+   69   1    sleeping *0[1+]      0.00000 0.00000    0   616731+  2220+   203966+   59582+    1687804+  225474+   697303+    2056+   31050    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
63    keybagd          0.0  00:00.02 2     2   21+    700K+  0B     696K+  63   1    sleeping *0[1+]      0.00000 0.00000    0   1563+    137+    63+       24+       347+      145+      389+       103+    0        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
62    logd             0.0  00:22.03 2     2   1179+  26M+   0B     16M+   62   1    sleeping *0[1+]      0.00000 0.00000    0   123342+  138+    110701+   110468+   363473+   123285+   265751+    58426+  1507     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
59    powerd           0.0  00:34.44 2     1   109+   3180K+ 0B     688K+  59   1    sleeping *0[1+]      0.00000 0.00000    0   114498+  163+    508707+   41578+    517007+   1091233+  505188+    1994+   3890     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
58    iStatMenusDaemon 0.0  04:16.65 3     3   67+    18M+   64K+   8684K+ 58   1    sleeping *0[1+]      0.00000 0.00000    0   77635+   208+    145631+   51090+    18762685+ 128335+   503676+    263+    33070    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
57    configd          0.0  00:16.46 8     1   705+   6528K+ 0B     1912K+ 57   1    sleeping *0[1+]      0.00000 0.00000    0   164341+  343+    390293+   91921+    487056+   896818+   142177+    1284+   463      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
55    systemstats      0.0  00:52.13 3     2   108+   10M+   0B     3104K+ 55   1    sleeping *0[1194+]   0.00000 0.00000    0   49655+   242+    72096+    42885+    5264418+  891091+   424637+    1723+   2296     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
54    appleeventsd     0.0  00:00.52 3     3   176+   5160K+ 0B     4360K+ 54   1    sleeping *0[160+]    0.00000 0.00000    55  6217+    202+    3097+     4036+     13088+    8559+     8937+      29+     124      0.0   0      0      _appleevents       N/A    N/A   N/A   N/A   N/A   N/A  
51    mediaremoted     0.0  00:03.42 2     1   112+   2952K+ 0B     980K+  51   1    sleeping *0[1887+]   0.00000 0.00000    0   15317+   248+    46436+    13551+    52762+    68078+    52774+     892+    311      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
49    fseventsd        0.0  00:27.67 9     1   274+   7188K+ 0B     3984K+ 49   1    sleeping *0[1+]      0.00000 0.00000    0   97597+   130+    47458+    3324+     922040+   221094+   281896+    24+     36642    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
48    kextd            0.0  00:19.46 2     1   66+    12M+   0B     6684K+ 48   1    sleeping *0[1+]      0.00000 0.00000    0   101222+  1861+   12304+    6810+     380934+   24492+    106500+    19170+  122      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
47    uninstalld       0.0  00:01.93 2     1   21+    732K+  0B     468K+  47   1    sleeping *0[1+]      0.00000 0.00000    0   11963+   127+    5197+     21+       55131+    20730+    38861+     11+     7023     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
44    UserEventAgent   0.0  00:03.02 4     1   539+   4400K+ 0B     1632K+ 44   1    sleeping *0[1+]      0.00000 0.00000    0   13891+   243+    20213+    13226+    67225+    38511+    37917+     669+    646      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
43    syslogd          0.0  00:04.98 3     3   105+   872K+  0B     296K+  43   1    sleeping *0[4035+]   0.00000 0.00000    0   14284+   83+     20176+    2226+     254093+   47612+    64642+     17+     1212     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
1     launchd          0.0  01:40.84 2     2   3151+  21M+   0B     9864K+ 1    0    sleeping  0[0]       0.00000 0.00000    0   40604+   1786+   778601+   207825+   1588367+  970263+   465655+    1156+   2959     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
0     kernel_task      0.0  35:13.96 145/4 0   0      265M+  0B     0B     0    0    running   0[0]       0.00000 0.00000    0   137354+  0       51518112+ 42941294+ 0         0         167058991+ 0       21396174 0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A
